# kwatch provider catalog v1
mailgun|Mailgun|from|string|true|false|||From address
mailgun|Mailgun|to|string|true|false|||Recipients (comma-separated)
mailgun|Mailgun|subject|string|false|false|||Email subject
mailgun|Mailgun|url|string|false|false|url||Optional endpoint override (e.g. EU region)
resend|Resend|apiKey|string|true|true|||API key
resend|Resend|from|string|true|false|||From address
resend|Resend|to|string|true|false|||Recipients (comma-separated)
resend|Resend|subject|string|false|false|||Email subject
goalert|GoAlert|url|string|false|false|url|https://goalert.example.com|GoAlert URL (default: https://goalert.example.com)
goalert|GoAlert|token|string|true|true|||API token
goalert|GoAlert|serviceId|string|true|false|||Service ID
alerta|Alerta|url|string|true|false|url||Alerta server URL
alerta|Alerta|apiKey|string|true|true|||API key
alerta|Alerta|environment|string|false|false||Production|Environment (default: Production)
alerta|Alerta|service|string|false|false||kwatch|Service name (default: kwatch)
threema|Threema|gatewayId|string|true|true|||Threema Gateway ID
threema|Threema|secret|string|true|true|||Gateway secret
threema|Threema|to|string|true|false|||Recipient Threema ID
flock|Flock|webhook|string|true|true|url||Incoming webhook URL
pushbullet|Pushbullet|accessToken|string|true|true|||Access token
sensugo|SensiGo|url|string|true|false|url||Sensu Go API URL
sensugo|SensiGo|apiKey|string|true|true|||API key
sensugo|SensiGo|namespace|string|false|false||default|Namespace (default: default)
sensugo|SensiGo|entity|string|false|false||kwatch|Entity name (default: kwatch)
webhook|Generic Webhook|url|string|true|true|url||Webhook URL
webhook|Generic Webhook|headers|headers|false|false|||Custom headers
webhook|Generic Webhook|basicAuth.username|string|false|false|||Basic-auth username.
webhook|Generic Webhook|basicAuth.password|string|false|true|||Basic-auth password.
slack|Slack|routes|json|false|false|json||Optional JSON route filters.
slack|Slack|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
slack|Slack|retry.delay|string|false|false|||Optional retry delay, for example 5s.
slack|Slack|fallback|string|false|false|||Optional fallback provider name.
discord|Discord|routes|json|false|false|json||Optional JSON route filters.
discord|Discord|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
discord|Discord|retry.delay|string|false|false|||Optional retry delay, for example 5s.
discord|Discord|fallback|string|false|false|||Optional fallback provider name.
email|Email|routes|json|false|false|json||Optional JSON route filters.
email|Email|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
email|Email|retry.delay|string|false|false|||Optional retry delay, for example 5s.
email|Email|fallback|string|false|false|||Optional fallback provider name.
line|LINE|routes|json|false|false|json||Optional JSON route filters.
line|LINE|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
line|LINE|retry.delay|string|false|false|||Optional retry delay, for example 5s.
line|LINE|fallback|string|false|false|||Optional fallback provider name.
pagerduty|PagerDuty|routes|json|false|false|json||Optional JSON route filters.
pagerduty|PagerDuty|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
pagerduty|PagerDuty|retry.delay|string|false|false|||Optional retry delay, for example 5s.
pagerduty|PagerDuty|fallback|string|false|false|||Optional fallback provider name.
telegram|Telegram|routes|json|false|false|json||Optional JSON route filters.
telegram|Telegram|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
telegram|Telegram|retry.delay|string|false|false|||Optional retry delay, for example 5s.
telegram|Telegram|fallback|string|false|false|||Optional fallback provider name.
teams|Teams|routes|json|false|false|json||Optional JSON route filters.
teams|Teams|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
teams|Teams|retry.delay|string|false|false|||Optional retry delay, for example 5s.
teams|Teams|fallback|string|false|false|||Optional fallback provider name.
rocketchat|Rocket.Chat|routes|json|false|false|json||Optional JSON route filters.
rocketchat|Rocket.Chat|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
rocketchat|Rocket.Chat|retry.delay|string|false|false|||Optional retry delay, for example 5s.
rocketchat|Rocket.Chat|fallback|string|false|false|||Optional fallback provider name.
mattermost|Mattermost|routes|json|false|false|json||Optional JSON route filters.
mattermost|Mattermost|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
mattermost|Mattermost|retry.delay|string|false|false|||Optional retry delay, for example 5s.
mattermost|Mattermost|fallback|string|false|false|||Optional fallback provider name.
opsgenie|Opsgenie|routes|json|false|false|json||Optional JSON route filters.
opsgenie|Opsgenie|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
opsgenie|Opsgenie|retry.delay|string|false|false|||Optional retry delay, for example 5s.
opsgenie|Opsgenie|fallback|string|false|false|||Optional fallback provider name.
matrix|Matrix|routes|json|false|false|json||Optional JSON route filters.
matrix|Matrix|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
matrix|Matrix|retry.delay|string|false|false|||Optional retry delay, for example 5s.
matrix|Matrix|fallback|string|false|false|||Optional fallback provider name.
dingtalk|Dingtalk|routes|json|false|false|json||Optional JSON route filters.
dingtalk|Dingtalk|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
dingtalk|Dingtalk|retry.delay|string|false|false|||Optional retry delay, for example 5s.
dingtalk|Dingtalk|fallback|string|false|false|||Optional fallback provider name.
feishu|Feishu|routes|json|false|false|json||Optional JSON route filters.
feishu|Feishu|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
feishu|Feishu|retry.delay|string|false|false|||Optional retry delay, for example 5s.
feishu|Feishu|fallback|string|false|false|||Optional fallback provider name.
zenduty|Zenduty|routes|json|false|false|json||Optional JSON route filters.
zenduty|Zenduty|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
zenduty|Zenduty|retry.delay|string|false|false|||Optional retry delay, for example 5s.
zenduty|Zenduty|fallback|string|false|false|||Optional fallback provider name.
googlechat|Google Chat|routes|json|false|false|json||Optional JSON route filters.
googlechat|Google Chat|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
googlechat|Google Chat|retry.delay|string|false|false|||Optional retry delay, for example 5s.
googlechat|Google Chat|fallback|string|false|false|||Optional fallback provider name.
gotify|Gotify|routes|json|false|false|json||Optional JSON route filters.
gotify|Gotify|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
gotify|Gotify|retry.delay|string|false|false|||Optional retry delay, for example 5s.
gotify|Gotify|fallback|string|false|false|||Optional fallback provider name.
ntfy|ntfy|routes|json|false|false|json||Optional JSON route filters.
ntfy|ntfy|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
ntfy|ntfy|retry.delay|string|false|false|||Optional retry delay, for example 5s.
ntfy|ntfy|fallback|string|false|false|||Optional fallback provider name.
pushover|Pushover|routes|json|false|false|json||Optional JSON route filters.
pushover|Pushover|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
pushover|Pushover|retry.delay|string|false|false|||Optional retry delay, for example 5s.
pushover|Pushover|fallback|string|false|false|||Optional fallback provider name.
webex|Webex|routes|json|false|false|json||Optional JSON route filters.
webex|Webex|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
webex|Webex|retry.delay|string|false|false|||Optional retry delay, for example 5s.
webex|Webex|fallback|string|false|false|||Optional fallback provider name.
github|GitHub|routes|json|false|false|json||Optional JSON route filters.
github|GitHub|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
github|GitHub|retry.delay|string|false|false|||Optional retry delay, for example 5s.
github|GitHub|fallback|string|false|false|||Optional fallback provider name.
gitlab|GitLab|routes|json|false|false|json||Optional JSON route filters.
gitlab|GitLab|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
gitlab|GitLab|retry.delay|string|false|false|||Optional retry delay, for example 5s.
gitlab|GitLab|fallback|string|false|false|||Optional fallback provider name.
gitea|Gitea|routes|json|false|false|json||Optional JSON route filters.
gitea|Gitea|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
gitea|Gitea|retry.delay|string|false|false|||Optional retry delay, for example 5s.
gitea|Gitea|fallback|string|false|false|||Optional fallback provider name.
zapier|Zapier|routes|json|false|false|json||Optional JSON route filters.
zapier|Zapier|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
zapier|Zapier|retry.delay|string|false|false|||Optional retry delay, for example 5s.
zapier|Zapier|fallback|string|false|false|||Optional fallback provider name.
n8n|n8n|routes|json|false|false|json||Optional JSON route filters.
n8n|n8n|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
n8n|n8n|retry.delay|string|false|false|||Optional retry delay, for example 5s.
n8n|n8n|fallback|string|false|false|||Optional fallback provider name.
ifttt|IFTTT|routes|json|false|false|json||Optional JSON route filters.
ifttt|IFTTT|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
ifttt|IFTTT|retry.delay|string|false|false|||Optional retry delay, for example 5s.
ifttt|IFTTT|fallback|string|false|false|||Optional fallback provider name.
teamsworkflow|Teams Workflow|routes|json|false|false|json||Optional JSON route filters.
teamsworkflow|Teams Workflow|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
teamsworkflow|Teams Workflow|retry.delay|string|false|false|||Optional retry delay, for example 5s.
teamsworkflow|Teams Workflow|fallback|string|false|false|||Optional fallback provider name.
zulip|Zulip|routes|json|false|false|json||Optional JSON route filters.
zulip|Zulip|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
zulip|Zulip|retry.delay|string|false|false|||Optional retry delay, for example 5s.
zulip|Zulip|fallback|string|false|false|||Optional fallback provider name.
homeassistant|Home Assistant|routes|json|false|false|json||Optional JSON route filters.
homeassistant|Home Assistant|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
homeassistant|Home Assistant|retry.delay|string|false|false|||Optional retry delay, for example 5s.
homeassistant|Home Assistant|fallback|string|false|false|||Optional fallback provider name.
splunk|Splunk|routes|json|false|false|json||Optional JSON route filters.
splunk|Splunk|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
splunk|Splunk|retry.delay|string|false|false|||Optional retry delay, for example 5s.
splunk|Splunk|fallback|string|false|false|||Optional fallback provider name.
datadog|Datadog|routes|json|false|false|json||Optional JSON route filters.
datadog|Datadog|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
datadog|Datadog|retry.delay|string|false|false|||Optional retry delay, for example 5s.
datadog|Datadog|fallback|string|false|false|||Optional fallback provider name.
newrelic|New Relic|routes|json|false|false|json||Optional JSON route filters.
newrelic|New Relic|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
newrelic|New Relic|retry.delay|string|false|false|||Optional retry delay, for example 5s.
newrelic|New Relic|fallback|string|false|false|||Optional fallback provider name.
clickup|ClickUp|routes|json|false|false|json||Optional JSON route filters.
clickup|ClickUp|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
clickup|ClickUp|retry.delay|string|false|false|||Optional retry delay, for example 5s.
clickup|ClickUp|fallback|string|false|false|||Optional fallback provider name.
ilert|iLert|routes|json|false|false|json||Optional JSON route filters.
ilert|iLert|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
ilert|iLert|retry.delay|string|false|false|||Optional retry delay, for example 5s.
ilert|iLert|fallback|string|false|false|||Optional fallback provider name.
incidentio|Incident.io|routes|json|false|false|json||Optional JSON route filters.
incidentio|Incident.io|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
incidentio|Incident.io|retry.delay|string|false|false|||Optional retry delay, for example 5s.
incidentio|Incident.io|fallback|string|false|false|||Optional fallback provider name.
squadcast|Squadcast|routes|json|false|false|json||Optional JSON route filters.
squadcast|Squadcast|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
squadcast|Squadcast|retry.delay|string|false|false|||Optional retry delay, for example 5s.
squadcast|Squadcast|fallback|string|false|false|||Optional fallback provider name.
signl4|SIGNL4|routes|json|false|false|json||Optional JSON route filters.
signl4|SIGNL4|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
signl4|SIGNL4|retry.delay|string|false|false|||Optional retry delay, for example 5s.
signl4|SIGNL4|fallback|string|false|false|||Optional fallback provider name.
twilio|Twilio|routes|json|false|false|json||Optional JSON route filters.
twilio|Twilio|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
twilio|Twilio|retry.delay|string|false|false|||Optional retry delay, for example 5s.
twilio|Twilio|fallback|string|false|false|||Optional fallback provider name.
vonage|Vonage|routes|json|false|false|json||Optional JSON route filters.
vonage|Vonage|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
vonage|Vonage|retry.delay|string|false|false|||Optional retry delay, for example 5s.
vonage|Vonage|fallback|string|false|false|||Optional fallback provider name.
plivo|Plivo|routes|json|false|false|json||Optional JSON route filters.
plivo|Plivo|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
plivo|Plivo|retry.delay|string|false|false|||Optional retry delay, for example 5s.
plivo|Plivo|fallback|string|false|false|||Optional fallback provider name.
messagebird|MessageBird|routes|json|false|false|json||Optional JSON route filters.
messagebird|MessageBird|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
messagebird|MessageBird|retry.delay|string|false|false|||Optional retry delay, for example 5s.
messagebird|MessageBird|fallback|string|false|false|||Optional fallback provider name.
signal|Signal|routes|json|false|false|json||Optional JSON route filters.
signal|Signal|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
signal|Signal|retry.delay|string|false|false|||Optional retry delay, for example 5s.
signal|Signal|fallback|string|false|false|||Optional fallback provider name.
sendgrid|SendGrid|routes|json|false|false|json||Optional JSON route filters.
sendgrid|SendGrid|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
sendgrid|SendGrid|retry.delay|string|false|false|||Optional retry delay, for example 5s.
sendgrid|SendGrid|fallback|string|false|false|||Optional fallback provider name.
ses|SES|routes|json|false|false|json||Optional JSON route filters.
ses|SES|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
ses|SES|retry.delay|string|false|false|||Optional retry delay, for example 5s.
ses|SES|fallback|string|false|false|||Optional fallback provider name.
sns|SNS|routes|json|false|false|json||Optional JSON route filters.
sns|SNS|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
sns|SNS|retry.delay|string|false|false|||Optional retry delay, for example 5s.
sns|SNS|fallback|string|false|false|||Optional fallback provider name.
jira|Jira|routes|json|false|false|json||Optional JSON route filters.
jira|Jira|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
jira|Jira|retry.delay|string|false|false|||Optional retry delay, for example 5s.
jira|Jira|fallback|string|false|false|||Optional fallback provider name.
wecom|WeCom|routes|json|false|false|json||Optional JSON route filters.
wecom|WeCom|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
wecom|WeCom|retry.delay|string|false|false|||Optional retry delay, for example 5s.
wecom|WeCom|fallback|string|false|false|||Optional fallback provider name.
splunkoncall|Splunk On-Call|routes|json|false|false|json||Optional JSON route filters.
splunkoncall|Splunk On-Call|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
splunkoncall|Splunk On-Call|retry.delay|string|false|false|||Optional retry delay, for example 5s.
splunkoncall|Splunk On-Call|fallback|string|false|false|||Optional fallback provider name.
mailgun|Mailgun|routes|json|false|false|json||Optional JSON route filters.
mailgun|Mailgun|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
mailgun|Mailgun|retry.delay|string|false|false|||Optional retry delay, for example 5s.
mailgun|Mailgun|fallback|string|false|false|||Optional fallback provider name.
resend|Resend|routes|json|false|false|json||Optional JSON route filters.
resend|Resend|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
resend|Resend|retry.delay|string|false|false|||Optional retry delay, for example 5s.
resend|Resend|fallback|string|false|false|||Optional fallback provider name.
goalert|GoAlert|routes|json|false|false|json||Optional JSON route filters.
goalert|GoAlert|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
goalert|GoAlert|retry.delay|string|false|false|||Optional retry delay, for example 5s.
goalert|GoAlert|fallback|string|false|false|||Optional fallback provider name.
alerta|Alerta|routes|json|false|false|json||Optional JSON route filters.
alerta|Alerta|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
alerta|Alerta|retry.delay|string|false|false|||Optional retry delay, for example 5s.
alerta|Alerta|fallback|string|false|false|||Optional fallback provider name.
threema|Threema|routes|json|false|false|json||Optional JSON route filters.
threema|Threema|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
threema|Threema|retry.delay|string|false|false|||Optional retry delay, for example 5s.
threema|Threema|fallback|string|false|false|||Optional fallback provider name.
flock|Flock|routes|json|false|false|json||Optional JSON route filters.
flock|Flock|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
flock|Flock|retry.delay|string|false|false|||Optional retry delay, for example 5s.
flock|Flock|fallback|string|false|false|||Optional fallback provider name.
pushbullet|Pushbullet|routes|json|false|false|json||Optional JSON route filters.
pushbullet|Pushbullet|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
pushbullet|Pushbullet|retry.delay|string|false|false|||Optional retry delay, for example 5s.
pushbullet|Pushbullet|fallback|string|false|false|||Optional fallback provider name.
sensugo|SensiGo|routes|json|false|false|json||Optional JSON route filters.
sensugo|SensiGo|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
sensugo|SensiGo|retry.delay|string|false|false|||Optional retry delay, for example 5s.
sensugo|SensiGo|fallback|string|false|false|||Optional fallback provider name.
webhook|Generic Webhook|routes|json|false|false|json||Optional JSON route filters.
webhook|Generic Webhook|retry.maxAttempts|integer|false|false|integer||Optional maximum retry attempts.
webhook|Generic Webhook|retry.delay|string|false|false|||Optional retry delay, for example 5s.
webhook|Generic Webhook|fallback|string|false|false|||Optional fallback provider name.
